Domanda,Risposte
disclaimer,Accetto
annonascita,1995
sesso,F
regione,Toscana
cdl,LT
annocorso,3
nomecorso,lettere e beni culturali
ateneo,bologna
anniuso,18
anniinternet,18
interesse,S
computerpersonale,S
os,MacOS
altroos,
dispositivo,Altro
altrodispositivo,
attivita,Studio,Lavoro,Svago
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,avanzato
creazionecontenuti,avanzato
comunicazione,avanzato
risoluzioneproblemi,avanzato
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,javascript,html,xml
hardware,hard disk,stampante,cavo hdmi
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,pornhub,musicagratis,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

