Domanda,Risposte
disclaimer,
annonascita,1998
sesso,F
regione,Sardegna
cdl,LT
annocorso,2
nomecorso,lettere moderne
ateneo,cagliari
anniuso,9
anniinternet,9
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,sufficiente
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,Adobe Reader
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,tutto privato
password,scrivo le password
phishing,controllo indirizzo,apro link
google,tutto,siti
inviocartella,google drive
collaborazione,via email
spyware,tecnico

