Domanda,Risposte
disclaimer,Accetto
annonascita,1996
sesso,F
regione,Lombardia
cdl,LM
annocorso,1
nomecorso,traduzione specialistica e interpretazione
ateneo,trieste
anniuso,15
anniinternet,12
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,tutto
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,stampo e scansiono,ocr,salvo da word
markup,javascript,html,xml
hardware,hard disk,sistema operativo,supporti SSD
duckduckgo,Non so
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,retenews24,treccani
https,units,googlemail,unicredit
allinurl,non esiste
social_network,tutto pubblico,opzioni privacy
password,stessa password
phishing,controllo indirizzo,cestino
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,tecnico,antimalware,google

