Domanda,Risposte
disclaimer,Accetto
annonascita,1998
sesso,F
regione,Friuli Venezia Giulia
cdl,LT
annocorso,1
nomecorso,comunicazione interlinguistica applicata
ateneo,trieste
anniuso,14
anniinternet,13
interesse,S
computerpersonale,S
os,MacOS
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,base
sicurezza,avanzato
file_rar,archivio compresso
creazione_pdf,ocr
markup,Non so
hardware,hard disk,stampante,supporti SSD,cavo hdmi
duckduckgo,Non so
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,treccani
https,pornhub,musicagratis,unicredit
allinurl,Non so
social_network,opzioni privacy
password,nessuna
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

