Domanda,Risposte
disclaimer,Accetto
annonascita,1999
sesso,F
regione,Friuli Venezia Giulia
cdl,LT
annocorso,1
nomecorso,lingue e letterature straniere
ateneo,trieste
anniuso,14
anniinternet,12
interesse,S
computerpersonale,S
os,MacOS
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,avanzato
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,Non so
hardware,hard disk,sistema operativo
duckduckgo,motorericerca
siti_affidabili,ansa,corrieredellasera,treccani
https,units,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,scrivo le password
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,via email,google docs
spyware,antimalware

