Domanda,Risposte
disclaimer,Accetto
annonascita,1998
sesso,M
regione,Trentino Alto Adige
cdl,LT
annocorso,1
nomecorso,comunicazione interlinguistica applicata
ateneo,trieste
anniuso,10
anniinternet,10
interesse,N
computerpersonale,S
os,MacOS
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,stampo e scansiono,ocr
markup,html,xml,jpeg
hardware,hard disk,stampante,cavo hdmi
duckduckgo,motorericerca
siti_affidabili,fattoquotidaino,ansa,corrieredellasera
https,pornhub,musicagratis,unicredit
allinurl,restringe risultati
social_network,opzioni privacy
password,nessuna
phishing,controllo indirizzo
google,tutto,siti,non indicizzati,illegali
inviocartella,google drive
collaborazione,via email
spyware,altro browser

