Domanda,Risposte
disclaimer,Accetto 
annonascita,1999
sesso,F
regione,Veneto
cdl,LT
annocorso,1
nomecorso,lettere moderne
ateneo,venezia
anniuso,12
anniinternet,7
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,S
problemi,S
competenza,scarsa
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,salvo da word,Adobe Reader
markup,Non so
hardware,hard disk,Non so
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,pornhub,unicredit
allinurl,Non so
social_network,tutto pubblico,opzioni privacy
password,stessa password
phishing,controllo indirizzo
google,tutto
inviocartella,vari messaggi email,google drive
collaborazione,via email,google docs,pendrive
spyware,Non so

