Domanda,Risposte
disclaimer,Accetto
annonascita,1997
sesso,F
regione,Lombardia
cdl,LT
annocorso,3
nomecorso,lettere
ateneo,bergamo
anniuso,10
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,N
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,base
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,html,xml
hardware,hard disk,supporti SSD
duckduckgo,Non so
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,retenews24,treccani
https,Non so
allinurl,Non so
social_network,opzioni privacy
password,scrivo le password
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,Non so

