Domanda,Risposte
disclaimer,
annonascita,1996
sesso,F
regione,Piemonte
cdl,LT
annocorso,3
nomecorso,filosofia e comunicazione
ateneo,vercelli
anniuso,17
anniinternet,10
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,S
problemi,S
competenza,scarsa
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,base
risoluzioneproblemi,medio
sicurezza,base
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,Non so
hardware,hard disk,sistema operativo,cloud computing
duckduckgo,Non so
siti_affidabili,Non so
https,units,googlemail
allinurl,Non so
social_network,tutto pubblico,opzioni privacy
password,nessuna
phishing,controllo indirizzo
google,tutto
inviocartella,google drive
collaborazione,via email,pendrive
spyware,tecnico,antimalware

