Domanda,Risposte
disclaimer,Accetto
annonascita,1995
sesso,F
regione,Lombardia
cdl,LM
annocorso,2
nomecorso,filologia moderna
ateneo,pavia
anniuso,12
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,N
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,base
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,ocr,salvo da word
markup,html,xml
hardware,sistema operativo,supporti SSD
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,retenews24,treccani
https,pornhub,musicagratis,unicredit
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo,rispondo
google,tutto,siti
inviocartella,google drive
collaborazione,google docs
spyware,formatto,tecnico

