Domanda,Risposte
disclaimer,
annonascita,1994
sesso,F
regione,Abruzzo
cdl,LM
annocorso,3
nomecorso,traduzione specialistica e interpretazione
ateneo,trieste
anniuso,15
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,N
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,salvo da word
markup,Non so
hardware,stampante,cavo hdmi
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,units,unicredit
allinurl,Non so
social_network,opzioni privacy
password,nessuna
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

