Domanda,Risposte
disclaimer,Accetto
annonascita,1993
sesso,F
regione,Emilia Romagna
cdl,LM
annocorso,2
nomecorso,traduzione specialistica e interpretazione
ateneo,trieste
anniuso,14
anniinternet,13
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,N
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,base
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,javascript
hardware,hard disk,supporti SSD
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,cestino
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,google,Non so

