Domanda,Risposte
disclaimer,
annonascita,1998
sesso,F
regione,Toscana
cdl,LT
annocorso,2
nomecorso,lingue e letterature straniere
ateneo,pisa
anniuso,13
anniinternet,13
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,N
competenza,sufficiente
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,Adobe Reader
markup,Non so
hardware,hard disk
duckduckgo,Non so
siti_affidabili,fattoquotidaino,facebook,ansa,wikipedia,corrieredellasera,retenews24,treccani
https,Non so
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,cestino
google,tutto,siti,non indicizzati,illegali
inviocartella,Non so
collaborazione,google docs,pendrive
spyware,Non so

