Domanda,Risposte
disclaimer,Accetto
annonascita,1994
sesso,F
regione,Toscana
cdl,LT
annocorso,1
nomecorso,lingue e letterature straniere
ateneo,pisa
anniuso,14
anniinternet,12
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,N
competenza,buona
elaborazioneinformazioni,avanzato
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,Non so
hardware,hard disk,supporti SSD
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,unicredit
allinurl,restringe risultati
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

