Domanda,Risposte
disclaimer,Accetto
annonascita,1997
sesso,F
regione,Liguria
cdl,LT
annocorso,2
nomecorso,lingue e letterature straniere
ateneo,trieste
anniuso,10
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,N
competenza,scarsa
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,base
risoluzioneproblemi,base
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,ocr
markup,javascript
hardware,hard disk,sistema operativo,supporti SSD
duckduckgo,Non so
siti_affidabili,ansa,wikipedia,corrieredellasera,treccani
https,units,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo,cestino
google,siti,illegali
inviocartella,google drive
collaborazione,google docs
spyware,Non so

