Domanda,Risposte
disclaimer,Accetto
annonascita,1995
sesso,M
regione,Lombardia
cdl,LT
annocorso,2
nomecorso,scienze umanistiche della comunicazione
ateneo,milano
anniuso,16
anniinternet,11
interesse,S
computerpersonale,S
os,MacOS
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,ottima
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,avanzato
sicurezza,avanzato
file_rar,archivio compresso
creazione_pdf,salvo da word,Adobe Reader
markup,html,xml
hardware,hard disk
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,pornhub,musicagratis,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo
google,tutto,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

