Domanda,Risposte
disclaimer,Accetto
annonascita,1996
sesso,F
regione,Emilia Romagna
cdl,LT
annocorso,3
nomecorso,mediazione linguistica interculturale
ateneo,bologna
anniuso,16
anniinternet,13
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,base
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,javascript
hardware,hard disk,stampante,cavo hdmi
duckduckgo,motorericerca
siti_affidabili,wikipedia,treccani
https,pornhub,musicagratis,unicredit
allinurl,restringe risultati
social_network,opzioni privacy
password,stessa password,cambio password,scrivo le password
phishing,cestino
google,siti
inviocartella,google drive
collaborazione,via email,google docs,pendrive
spyware,antimalware

