Domanda,Risposte
disclaimer,Accetto
annonascita,1994
sesso,F
regione,Veneto
cdl,LM
annocorso,2
nomecorso,traduzione specialistica e interpretazione
ateneo,trieste
anniuso,16
anniinternet,14
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,avanzato
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,ocr,salvo da word
markup,javascript,html,xml,latex
hardware,hard disk,stampante,cavo hdmi
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,pornhub,musicagratis,unicredit
allinurl,restringe risultati
social_network,tutto pubblico,opzioni privacy
password,cambio password
phishing,cestino
google,siti,illegali
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

