Domanda,Risposte
disclaimer,
annonascita,1999
sesso,F
regione,Lombardia
cdl,LT
annocorso,1
nomecorso,scienze umanistiche per la comunicazione
ateneo,milano
anniuso,10
anniinternet,6
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,base
creazionecontenuti,nessuno
comunicazione,medio
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,Non so
markup,Non so
hardware,Non so
duckduckgo,motorericerca
siti_affidabili,fattoquotidaino,ansa,wikipedia,corrieredellasera,retenews24,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,stessa password
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

