Domanda,Risposte
disclaimer,Accetto 
annonascita,1998
sesso,F
regione,Lombardia
cdl,LT
annocorso,2
nomecorso,scienze umanistiche per la comunicazione
ateneo,milano
anniuso,8
anniinternet,8
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,html,xml
hardware,sistema operativo,supporti SSD
duckduckgo,Non so
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,retenews24,treccani
https,units,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password,scrivo le password
phishing,controllo indirizzo,rispondo
google,tutto
inviocartella,vari messaggi email,google drive
collaborazione,via email,google docs
spyware,modalita provvisoria

