Domanda,Risposte
disclaimer,
annonascita,1989
sesso,F
regione,Lombardia
cdl,LT
annocorso,2
nomecorso,lettere
ateneo,verona
anniuso,18
anniinternet,15
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,S
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,avanzato
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,avanzato
sicurezza,avanzato
file_rar,archivio compresso
creazione_pdf,Adobe Reader
markup,javascript,html,xml
hardware,hard disk,sistema operativo,supporti SSD
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,retenews24
https,units,unicredit
allinurl,restringe risultati
social_network,opzioni privacy
password,cambio password
phishing,cestino
google,tutto
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

