Veneto, 2
Marche, 2
Sardegna, 3
Puglia, 5
Toscana, 4
Emilia Romagna, 4
Abruzzo, 2
Friuli Venezia Giulia, 4
Lombardia, 7
Sicilia, 4
Piemonte, 6
Calabria, 1
Lazio, 2
Liguria, 1
Valle d'Aosta, 1
