trieste, 89
milano, 29
vercelli, 13
udine, 21
bologna, 25
macerata, 5
iulm milano, 1
roma tre, 1
urbino, 2
napoli, 3
venezia, 15
padova, 4
torino, 6
bergamo, 7
baru, 1
tor vergata, 6
pavia, 6
salento, 12
cagliari, 4
bari, 3
sapienza roma, 1
pisa, 6
palermo, 2
verona, 3
foggia, 2
firenze, 2
laquila, 1
