Friuli Venezia Giulia, 38
Sicilia, 7
Veneto, 49
Puglia, 19
Piemonte, 25
Toscana, 12
Campania, 7
Lazio, 12
Lombardia, 43
Basilicata, 2
Emilia Romagna, 19
Marche, 8
Umbria, 1
Sardegna, 4
Abruzzo, 5
Liguria, 3
Calabria, 3
Trentino Alto Adige, 3
Valle d'Aosta, 2
