10, 58
14, 22
15, 37
12, 34
9, 13
7, 7
13, 26
8, 15
16, 14
11, 12
20, 3
18, 7
19, 3
5, 1
17, 8
22, 1
, 3
2, 2
23, 1
6, 2
4, 1
