5.5, 8
9.5, 6
13.5, 3
6.0, 10
17, 10
4, 13
7.5, 12
14, 6
10.5, 12
11, 8
8.0, 10
15.5, 6
7.0, 8
3.5, 9
12.0, 9
14.5, 7
13, 14
-0.5, 3
21.5, 2
16, 8
8.5, 6
10, 12
11.5, 5
1.5, 13
3.0, 7
4.5, 4
9, 10
2.0, 4
0, 24
19, 3
20.5, 4
18.5, 5
17.5, 3
18.0, 2
2.5, 3
6.5, 8
5.0, 9
16.5, 3
12.5, 9
0.5, 2
21, 3
19.5, 2
-3.5, 1
-1.5, 1
20.0, 1
1.0, 1
-3.0, 1
