trieste, 88
milano, 27
vercelli, 13
udine, 21
bologna, 24
macerata, 5
iulm milano, 1
roma tre, 1
urbino, 2
venezia, 15
padova, 3
torino, 6
bergamo, 7
tor vergata, 6
pavia, 6
salento, 12
cagliari, 4
milano , 1
napoli, 2
sapienza roma, 1
pisa, 6
palermo, 2
verona, 3
foggia, 2
bari, 1
firenze, 2
laquila, 1
